Area,Bedrooms,Bathrooms,Location,Age,Garage,Price
885,5,2,Location5,48,2,289816.1614008971
748,2,1,Location4,24,1,214519.01477378243
1707,2,2,Location5,18,2,445746.61431012984
3053,4,3,Location2,27,1,576526.6540726685
3625,4,2,Location4,54,2,813164.5022339853
1055,1,2,Location5,55,2,348977.86572281504
2366,5,1,Location1,105,1,444752.6365170345
1399,5,2,Location4,21,1,368520.47234867583
1784,5,3,Location5,59,2,505693.33331378625
1612,3,3,Location1,115,0,381217.454171295
3431,2,3,Location5,34,1,888729.6885038128
3107,4,1,Location2,97,1,620761.9042762773
4221,5,1,Location3,58,0,761261.4080971306
2123,1,2,Location5,48,0,539718.5264926665
3385,5,2,Location4,54,2,754377.3827375504
3156,2,2,Location5,18,1,726710.434394185
4325,2,1,Location5,3,2,1005961.5831900067
4475,4,1,Location5,24,1,1107071.7530884484
1080,3,2,Location5,1,0,381645.8845827652
2286,4,1,Location4,6,2,534758.2920336962
2761,5,1,Location4,19,1,656662.0161455828
3396,1,3,Location5,86,1,795233.9983322272
2201,4,3,Location3,115,0,476816.67411327275
3008,3,2,Location5,43,0,784933.7945942599
940,4,2,Location4,8,1,298494.2501346168
3417,2,3,Location2,69,0,555937.6771788469
2610,5,1,Location5,52,0,661098.4812431016
3408,5,2,Location5,73,2,941234.4406013112
3616,5,2,Location5,47,1,852264.0630123084
3096,5,2,Location5,85,2,860307.1286087116
2466,5,1,Location1,28,0,479413.24102535733
1434,5,3,Location5,46,1,497825.017116149
1803,1,2,Location4,4,0,484433.10271846777
2325,3,3,Location4,88,0,560336.7364715768
4078,5,3,Location1,8,1,684077.7760955334
2289,3,1,Location5,116,0,570785.7166019683
3867,5,1,Location3,61,2,816535.097549048
4137,4,1,Location5,17,1,1033491.9806772985
910,5,1,Location4,34,0,166195.48720726254
861,2,1,Location2,20,0,141631.48799922926
2042,1,1,Location2,80,0,406385.16618682083
1005,4,2,Location3,74,1,297280.52455452684
2790,4,3,Location5,34,2,686626.7195796072
941,2,1,Location1,43,0,220853.89568817028
1939,5,2,Location5,10,0,564027.7854952817
3772,1,3,Location3,94,0,746888.554988244
843,4,1,Location3,30,1,320897.7856503256
1089,1,1,Location3,115,0,334682.221101569
611,4,2,Location2,25,0,196004.2389296487
3910,5,3,Location5,57,0,987967.620484978
1160,4,1,Location5,110,1,259301.91057397414
641,4,3,Location1,63,2,249258.5659507255
3325,3,2,Location3,107,1,760791.3086318285
1193,5,1,Location3,105,2,266449.8351308214
2052,2,3,Location4,71,2,546000.1178456508
2426,2,2,Location4,47,1,478660.52385437844
3829,5,2,Location2,84,0,679258.35691229
3887,2,1,Location5,81,2,892845.9498320882
2293,5,3,Location1,3,0,365852.3496774485
4133,2,1,Location1,111,2,677730.4845584629
733,3,1,Location3,46,0,196517.9186105636
3738,2,3,Location1,104,0,660058.8428358363
3678,4,3,Location3,36,1,699961.1117288754
1547,5,3,Location5,26,0,486069.13773988927
4197,1,2,Location1,10,2,673891.5931335611
672,1,2,Location3,34,0,134938.42493638955
998,5,3,Location5,78,0,321056.4130068296
2028,3,2,Location5,8,0,572773.1554612545
4346,2,1,Location3,55,2,849749.5191091867
3225,3,3,Location3,91,2,715491.2964768631
3506,1,1,Location2,10,2,676915.3200319184
729,5,3,Location5,57,0,434647.26657123154
3578,5,1,Location3,114,1,719994.7195049962
4137,3,3,Location5,79,2,989973.472719516
3877,3,1,Location1,101,0,696826.1273758461
2411,2,3,Location4,86,2,580243.4350268664
2601,4,3,Location4,45,1,641424.318429037
4439,4,2,Location3,50,0,804787.6882796345
865,2,1,Location3,64,2,239988.21201888743
2160,4,2,Location5,95,2,542385.1257135624
2585,1,1,Location3,2,1,525036.6172709994
1392,4,2,Location5,45,2,437586.9354452883
2900,2,3,Location3,95,0,602774.5435021868
3469,4,2,Location5,62,0,874282.1183956846
1912,5,2,Location3,14,1,506243.1904903145
763,3,3,Location2,74,1,210666.9634658328
694,1,2,Location5,94,1,252722.022746246
2405,5,3,Location2,100,0,387541.42803189
3480,5,1,Location2,111,1,674277.0182077052
1733,2,2,Location2,104,2,423867.6203211213
2983,3,3,Location2,15,2,556927.416314294
1421,3,3,Location1,14,0,335245.47874897503
837,1,2,Location4,31,2,246280.318069363
3028,2,1,Location1,29,1,496885.7087712552
4107,1,2,Location3,27,2,908581.3905041366
3546,4,3,Location3,85,1,743195.2836776118
3130,5,1,Location4,9,2,779686.7873065319
2560,1,2,Location4,20,0,488149.12558213517
3549,5,3,Location4,99,1,781319.1639663889
1648,2,2,Location2,58,2,398843.84015500726
2276,4,1,Location1,79,0,415140.4729128828
3788,2,1,Location3,88,2,759574.6675545867
3129,4,1,Location1,49,0,570668.8846142109
4063,4,1,Location1,57,2,654042.2349132446
3564,5,1,Location1,16,1,683542.0458766232
3641,2,2,Location4,100,1,790365.9880004636
1563,2,1,Location4,75,1,349798.0414068232
1136,1,1,Location3,8,1,249824.75917740873
3750,2,3,Location3,67,1,768074.5056917182
2203,1,1,Location3,19,2,466080.15200150746
3844,3,3,Location1,110,2,691707.96952255
2579,3,3,Location4,105,2,616806.5224192976
3683,3,3,Location2,67,2,693251.8951336253
4471,2,2,Location1,36,1,765999.6752696672
727,2,2,Location5,89,0,214840.9274030382
4279,1,3,Location1,60,1,743216.6983391581
691,4,2,Location4,36,2,275448.6409784455
4324,1,1,Location5,11,1,1018454.1405271776
1142,3,2,Location1,51,1,234282.609153212
1445,1,1,Location4,80,1,328814.54044052976
4203,4,1,Location4,55,0,951540.3735791416
2281,2,2,Location2,54,1,490139.71551454655
3636,1,2,Location1,17,1,569960.7146355861
2451,3,3,Location4,62,0,558431.6117515822
3094,3,2,Location3,42,1,722257.5151980938
989,2,2,Location4,24,1,344911.3756657705
3319,1,2,Location2,17,1,571589.9439116421
2484,4,1,Location4,48,1,587986.4457210772
642,2,1,Location1,84,1,182170.23002089502
853,1,1,Location1,86,2,245311.81519665808
3801,5,3,Location5,70,1,938406.0972534496
1683,3,3,Location1,7,0,361803.03001004213
3310,4,3,Location5,14,1,877915.1841840892
3114,4,1,Location3,11,2,723820.707260177
2934,4,2,Location2,12,0,565887.5822995628
3658,3,3,Location3,110,0,748077.9388733552
2140,1,3,Location5,5,1,528257.38595581
4138,2,1,Location4,5,2,900373.542742229
2553,1,3,Location4,20,1,583544.379066938
3425,2,2,Location3,54,2,707293.0448585335
2992,4,1,Location4,55,2,691047.6894943438
1241,1,1,Location5,58,1,389534.07898636063
3029,4,2,Location2,79,2,616823.1407262697
4450,5,2,Location1,90,1,689703.1436544701
1289,4,2,Location5,97,2,421913.6253864556
1876,4,3,Location5,30,0,488880.9388701662
2550,2,2,Location1,24,1,407149.9300694666
1679,5,1,Location1,87,2,282296.894600161
2086,4,2,Location2,73,0,435442.9035134694
1056,4,1,Location2,3,0,311590.0278443701
1582,5,1,Location2,100,0,327489.49706553743
2730,5,3,Location4,48,0,696525.3527163916
1722,1,2,Location5,71,1,461775.671088266
748,2,3,Location1,22,2,98779.45693707991
1952,5,2,Location5,14,0,562775.437718304
1779,5,2,Location5,48,2,485417.2538562541
789,3,2,Location2,29,2,190330.12194436556
4165,5,2,Location2,50,2,827019.5503281325
1482,2,2,Location5,80,1,419272.9937216811
2910,4,1,Location2,112,1,555502.607206532
3751,4,1,Location4,98,0,821109.618145521
999,4,2,Location1,10,2,206295.43453156395
3411,4,1,Location5,71,1,911880.0435704839
1208,3,3,Location1,89,1,273148.74738978915
3931,5,3,Location4,27,1,905464.9949936658
2395,4,3,Location2,79,0,480494.62549586094
2238,1,2,Location3,96,1,400589.09812838415
2175,4,2,Location4,28,2,516028.7220229316
3432,5,1,Location3,9,1,663275.3593144299
2748,4,1,Location1,71,1,422697.0966544943
1982,3,1,Location5,80,0,426501.8773340011
2003,2,3,Location2,26,2,402002.57367291
1419,2,3,Location4,99,1,377985.18247477827
3892,5,3,Location2,81,2,683578.2839424758
1419,2,3,Location3,87,2,394284.17421893636
1019,2,1,Location3,8,1,287140.9574063065
723,1,2,Location5,2,0,236508.55880922868
1021,5,2,Location3,95,2,404204.65975509566
3902,5,3,Location5,57,1,943414.0821244523
4361,2,2,Location4,52,2,999193.5203901792
3734,2,2,Location5,58,2,910869.291558734
2108,2,2,Location3,96,2,545552.8701240236
4299,3,3,Location1,93,1,781919.2393670639
4374,4,1,Location5,3,2,1033235.934196792
2197,3,1,Location2,8,2,445064.9527101838
1367,5,2,Location1,59,0,219899.24135381682
2644,1,1,Location5,2,1,658701.7375240002
3130,4,1,Location2,95,1,630142.0363727789
3166,1,3,Location1,62,2,556366.4011091993
2802,5,3,Location5,115,0,773530.303066888
2739,5,2,Location4,49,2,670216.5794565739
3629,1,2,Location2,101,2,741323.5456319194
2149,1,2,Location4,20,1,507877.90330016316
3102,1,3,Location3,29,0,587407.130640729
2364,5,1,Location5,17,2,599534.4907518243
2644,2,3,Location5,74,1,665798.074703418
3245,1,3,Location2,105,2,585287.6880626377
4316,4,1,Location5,22,2,950110.6942745068
1109,5,1,Location3,6,0,197039.203977734
1806,3,2,Location5,62,0,530139.3807112568
985,3,1,Location1,107,0,226176.64204860266
2197,4,1,Location4,98,2,547809.925419265
4402,2,1,Location3,31,0,876713.8467139573
3052,1,1,Location3,62,1,597060.2515584187
2893,5,2,Location4,119,2,721787.6846533206
1341,1,2,Location4,12,0,262359.1360394691
4262,5,1,Location3,12,2,778827.3552825698
3308,3,1,Location4,63,2,739549.5247431614
3297,1,2,Location2,16,1,633077.9083946011
4142,4,2,Location4,25,1,879184.2912424535
4497,2,1,Location1,22,1,667243.5296410522
2511,4,3,Location1,91,2,502263.2596560332
2046,2,2,Location2,88,2,404402.56484463316
1500,1,2,Location4,76,1,415448.4232396864
2712,1,2,Location1,117,2,543045.2455108379
3684,2,1,Location5,18,1,795436.7420806478
2860,3,1,Location4,45,1,665345.906183559
2609,5,2,Location2,111,0,526212.654867929
841,4,1,Location4,80,1,299236.284533355
3140,4,1,Location3,68,0,621137.369837981
3884,4,2,Location3,12,1,810583.5346710721
4364,1,1,Location1,49,2,763403.3889289517
2985,4,3,Location3,33,0,663635.5440418089
2620,5,1,Location2,86,2,606695.3765916072
772,5,1,Location1,63,2,162817.3515236585
1271,2,2,Location2,18,1,307890.2227882007
763,1,2,Location2,54,1,199152.8424051691
1064,5,3,Location3,112,2,299466.20631128666
3642,3,1,Location3,97,1,766998.9374800224
1096,1,3,Location2,27,1,275458.2286396291
1299,1,3,Location3,106,1,266058.4859031454
3042,5,2,Location3,83,2,709243.3787628793
1302,3,1,Location3,112,0,334144.97576863255
2540,2,2,Location4,78,0,653066.54681394
2955,5,3,Location2,25,2,643830.9797882052
2391,3,3,Location5,34,1,617321.8870754834
782,1,2,Location2,88,1,191820.66093148125
1228,3,2,Location1,102,0,302750.0415584961
4465,1,2,Location3,60,2,858704.4005965746
3157,5,2,Location3,54,2,641239.6362955384
2331,5,2,Location5,87,1,621712.7902918805
1145,4,3,Location1,5,1,195445.77638490265
2187,4,2,Location4,108,1,546652.2673463686
1223,4,1,Location2,36,2,322827.25425042456
4435,5,3,Location4,54,0,968881.3082092423
1193,2,3,Location1,88,2,335792.0808352225
1343,5,1,Location5,36,2,469580.61546458985
3898,3,1,Location1,69,2,625509.4069803847
2368,5,3,Location5,39,0,657916.0949459447
4404,5,2,Location4,70,1,1023187.075797247
2059,1,3,Location4,109,1,497839.43406323687
2548,1,3,Location1,100,2,440609.42680718924
4093,1,1,Location1,109,2,623430.638315571
3201,5,3,Location3,4,0,662892.6135327626
2668,2,2,Location5,74,0,597122.5859203059
3201,3,1,Location3,116,1,701099.3070092067
3044,3,3,Location2,65,2,593122.9857702827
3272,2,3,Location2,85,0,643842.5890489247
704,2,2,Location1,40,0,237815.09429380577
2839,3,3,Location4,103,2,680745.944763462
616,4,3,Location2,37,2,273309.74320337217
3791,1,3,Location2,67,2,700343.0441538708
992,1,3,Location3,111,2,292298.7939870073
1024,3,2,Location3,31,2,304126.3470600499
2776,2,3,Location2,91,2,517652.21427273564
3801,4,3,Location1,81,0,635963.104712121
1171,3,3,Location3,87,2,391411.4589400436
4231,1,1,Location2,77,1,747707.4745100102
2676,5,2,Location4,47,2,567856.1317164854
1720,2,1,Location3,27,1,378400.1820384669
3681,5,1,Location2,51,1,661986.5275194047
841,3,2,Location5,20,1,317846.1399493524
4497,1,1,Location3,110,2,917959.6916305922
2879,4,1,Location5,117,2,733040.4459778572
1388,5,1,Location3,13,1,335494.19647350535
3955,4,2,Location3,63,2,825787.1916649146
1314,1,3,Location5,44,0,359184.4225429555
1358,5,2,Location1,24,0,217478.4966119083
3449,4,2,Location2,119,0,640171.9018629494
1375,4,2,Location1,105,0,409483.10557346325
3373,5,1,Location1,3,2,552127.4648438504
2847,1,3,Location2,107,1,455288.7525972363
3592,4,2,Location4,10,2,900077.1690382004
678,3,2,Location1,65,0,195332.67857258042
3603,5,3,Location1,49,2,661467.0235582804
1455,2,3,Location1,58,2,290361.1653452657
3844,2,3,Location4,77,0,854180.6470074725
3114,1,1,Location3,78,1,635876.3794812501
3228,3,3,Location5,97,2,869922.3333884389
2039,4,1,Location5,2,2,603901.603752941
3587,2,2,Location4,66,0,815480.9572566457
3096,1,1,Location1,103,1,487904.05252150155
2734,3,3,Location5,105,0,688347.9815390549
2748,3,1,Location4,31,0,593853.287619512
1631,1,3,Location2,68,2,422762.3754517755
1444,1,1,Location5,98,1,349026.8770933185
3871,4,2,Location2,83,0,713433.4658530339
4176,1,1,Location1,37,2,645621.9827599569
686,4,2,Location5,73,0,224489.24509082493
2690,4,3,Location4,24,2,634434.513717332
4056,5,2,Location3,77,1,827756.0381470862
4292,3,3,Location5,44,0,969346.5635782244
4106,3,3,Location5,94,1,1038849.4346224539
1007,3,2,Location5,83,1,309972.7516663767
4154,5,2,Location5,41,2,985771.0338673287
3311,4,1,Location4,74,0,772685.3371781006
3688,4,1,Location4,51,0,919423.9494845077
2268,1,2,Location3,42,2,483980.2036211845
747,5,2,Location4,108,2,253059.29079386365
2924,1,2,Location4,78,1,621197.3225180608
831,5,2,Location1,40,0,241951.4217798108
4497,1,3,Location1,48,0,792558.5802756331
2550,2,2,Location2,113,2,502515.0986523149
965,3,2,Location3,84,2,253685.64211945137
3899,3,2,Location1,4,2,706068.0110779495
2274,4,2,Location3,102,0,532415.5016531411
1035,2,3,Location3,108,0,345650.12334342906
998,3,1,Location5,60,1,282373.33892358735
1834,4,1,Location3,114,2,467920.78415371326
2014,2,1,Location5,39,1,526677.0992825283
3146,3,1,Location2,5,0,510916.01329595904
3187,1,1,Location2,106,1,664973.2316060904
1162,5,3,Location2,96,1,308332.0171813583
4162,2,1,Location5,6,1,1008352.202921132
3089,4,3,Location5,14,2,843453.875828136
1884,2,3,Location2,70,0,420522.81045230525
1372,4,1,Location5,78,2,356866.3715072598
2997,2,1,Location4,12,1,713776.9370416837
2637,4,1,Location4,62,2,650274.5279350075
4023,3,2,Location5,27,0,867401.9737453702
3167,1,3,Location5,54,0,845699.8623448774
1943,3,1,Location1,90,1,341783.77420649107
2785,1,2,Location1,12,1,543088.3806806668
2173,3,3,Location3,8,2,495587.9858952465
4294,3,2,Location3,74,0,830403.4273233091
1591,2,2,Location3,16,0,368929.904593573
3015,5,1,Location2,52,2,704497.2277796981
3891,4,3,Location4,26,0,973636.1689882488
4008,4,2,Location2,8,1,734737.3502663065
1846,4,3,Location5,105,1,570987.1067332301
4319,1,1,Location1,45,2,721618.3650292798
4439,4,3,Location5,93,2,1167281.7452152942
959,4,2,Location5,84,2,384921.54774447856
1520,2,2,Location1,81,1,314232.7723730406
2976,3,3,Location5,19,2,768637.1027613117
3609,4,2,Location3,17,0,778391.480108421
3110,5,2,Location1,103,2,583315.3363340655
3593,4,2,Location5,65,0,806078.2159461158
1562,1,1,Location3,116,1,358846.669544289
4232,1,1,Location3,29,0,799399.9403754615
2427,1,2,Location4,14,0,534296.3082107516
4053,4,3,Location3,17,0,892019.6097659614
3483,2,1,Location2,13,1,665666.4389076482
2213,5,3,Location1,93,0,394063.99226828985
2240,4,2,Location1,98,0,347646.5270869917
2816,2,2,Location1,91,2,462677.6918700801
816,2,3,Location5,63,2,293603.86714227055
977,4,1,Location5,110,2,401182.9615668466
718,4,3,Location2,33,0,161760.19126060608
789,2,3,Location3,29,0,249782.2145987687
3414,2,2,Location5,37,1,845879.9650217079
969,2,1,Location3,103,0,301119.96259644843
2401,4,3,Location3,83,0,535671.8829228784
2796,2,1,Location5,46,1,704830.877245928
4347,1,2,Location5,24,0,1064542.937233264
1251,4,1,Location2,14,1,259213.81484853005
2482,1,2,Location4,111,1,606334.2774926417
2111,3,1,Location1,101,2,322831.54794092884
1369,4,3,Location5,5,0,417259.6919228419
3021,3,2,Location5,53,2,746638.5760897273
1380,2,3,Location3,88,0,296822.97664607194
2316,2,2,Location4,98,2,601951.6604712369
2807,5,1,Location5,114,1,747743.5954167454
2998,2,1,Location4,95,1,720741.3697684914
1911,3,2,Location1,30,1,389037.0325170991
3959,2,2,Location3,60,1,740751.0127810847
3539,4,2,Location2,73,0,650250.2376425632
1849,2,1,Location1,91,0,383724.02511618304
1122,5,2,Location4,28,2,400556.4254062983
1121,2,2,Location4,106,0,358093.739139721
1382,3,3,Location1,26,0,305884.5515600267
2920,3,2,Location4,18,2,680995.6368235158
1535,2,3,Location2,36,1,248149.26329072163
4073,3,3,Location2,8,2,826321.3642222632
2830,3,3,Location4,18,2,676684.7287057225
2288,5,1,Location4,84,1,487367.10383161495
1087,4,3,Location2,58,2,327535.4022687323
2450,5,2,Location4,32,2,680235.6729823942
1445,1,1,Location5,93,2,440389.50728250097
2771,5,1,Location3,49,0,623870.1267221437
3632,2,1,Location5,48,1,906326.2152260775
4297,4,1,Location4,82,1,799091.4558102882
3437,2,1,Location4,71,2,853097.0622342057
3061,1,1,Location3,65,0,576433.1546929769
2603,4,1,Location4,92,1,568533.3093813699
2348,3,3,Location3,33,1,507132.8718493413
3843,5,2,Location2,50,2,725156.7676904672
3959,2,2,Location3,4,2,895064.3865097649
4106,1,3,Location3,119,2,859535.6583371515
1285,3,3,Location5,84,1,353412.7913112287
2760,5,1,Location4,117,2,620990.3771203805
3535,3,1,Location2,116,2,789481.4853776615
2769,5,3,Location1,36,2,540681.766305545
2167,4,1,Location3,95,0,447188.7859775703
1845,3,2,Location1,102,2,278416.68815552746
4302,3,2,Location4,28,1,863837.2915481409
638,3,1,Location3,3,2,164163.6363110046
3144,4,1,Location1,6,1,560671.8938982713
1379,1,1,Location5,45,0,424300.6991074584
1856,5,2,Location1,23,0,395443.72225458693
3590,3,1,Location5,7,2,934627.0523210787
4201,4,3,Location2,61,1,822301.7284095783
2796,1,1,Location4,100,2,569727.778006584
4068,5,3,Location1,65,2,735642.803869116
3669,4,1,Location3,6,1,784937.1502215734
3308,5,1,Location4,24,1,752311.0773545849
4309,3,2,Location1,37,1,713611.2192859175
2527,1,3,Location3,45,1,541766.6238857307
901,4,3,Location3,51,1,196315.13387128952
4031,1,3,Location3,100,0,735771.7706301957
2885,3,2,Location3,88,0,728516.2674935439
1246,1,3,Location1,102,0,188086.41730486153
1262,1,2,Location2,45,1,198659.38555819634
2883,2,1,Location5,63,1,663829.3234836073
2359,1,1,Location5,29,1,611474.4231686643
2850,5,3,Location5,101,2,766391.2620970603
855,4,1,Location2,109,0,160189.3527226727
1197,2,1,Location3,96,0,286865.116734604
1261,4,3,Location3,25,2,324549.7089617161
834,4,1,Location4,10,2,291484.61394960596
1968,3,3,Location5,35,0,513137.0726602163
3181,3,3,Location5,55,1,755667.8751829511
3507,2,1,Location3,25,0,675603.4198083685
4468,3,1,Location5,91,1,925035.4678170421
4452,3,1,Location3,45,0,870203.3348955396
4137,3,1,Location3,96,0,813414.2189980842
1369,4,1,Location3,12,2,285867.1304010963
3188,2,2,Location1,4,2,550884.7339560357
812,4,1,Location1,106,1,181317.14370237707
1062,5,2,Location1,90,1,152826.1808276222
3083,4,3,Location1,67,0,506833.3310554147
882,5,1,Location2,17,2,210935.22804416108
4233,1,1,Location4,73,1,914033.9402367861
4278,1,1,Location4,93,1,972963.2146133172
2086,5,3,Location3,65,1,493280.70420993015
2030,5,2,Location5,82,0,595103.3786875102
687,4,2,Location1,105,1,171326.3678835162
1667,5,1,Location4,53,1,452359.1104590804
1060,2,1,Location4,84,2,304835.8572891252
2925,1,1,Location1,57,2,630481.9457020287
4354,1,1,Location2,105,2,782732.4495029415
3068,5,3,Location2,98,0,638007.929842853
2324,3,1,Location4,115,2,559776.2001431689
1976,3,3,Location2,28,2,490824.7076035692
3343,5,1,Location1,112,2,617617.3717520644
1114,2,2,Location4,99,2,335822.9921897022
1302,3,2,Location1,16,1,223297.51684938252
2253,5,1,Location2,21,0,406495.4911734773
2666,2,1,Location1,77,1,434853.31266596017
